Subj.Trial,A,B,C,D,E
8.47,0,0.451468315,0.485714286,0.308312343,0.365853659
8.48,1,0.58763524,0.628571429,0.41125105,0.365853659
8.49,1,0.627202473,0.685714286,0.33131822,0.390243902
8.5,0,0.406646059,0.428571429,0.224685139,0.243902439
8.51,0,0.414064915,0.542857143,0.245507976,0.317073171
8.52,0,0.424111283,0.514285714,0.286146096,0.292682927
8.53,0,0.563523957,0.628571429,0.307640638,0.365853659
8.54,0,0.470788253,0.571428571,0.327959698,0.365853659
8.55,1,0.616228748,0.714285714,0.355331654,0.43902439
8.56,1,0.577125193,0.628571429,0.358858102,0.341463415
8.57,1,0.544204019,0.6,0.363056255,0.414634146
8.58,1,0.575425039,0.6,0.402686818,0.390243902
8.59,0,0.499536321,0.571428571,0.351469353,0.365853659
8.6,0,0.44049459,0.514285714,0.293198992,0.365853659
9.01,0,0.5,0.657142857,0.343912678,0.365853659
9.02,0,0.51251932,0.514285714,0.483123426,0.585365854
9.03,1,0.330602782,0.314285714,0.099244332,0.219512195
9.04,0,0.33755796,0.4,0.416456759,0.317073171
9.05,1,0.466615147,0.428571429,0.425860621,0.243902439
9.06,0,0.492581144,0.428571429,0.635264484,0.292682927
9.07,0,0.371715611,0.257142857,0.274391268,0.195121951
9.08,1,0.517465224,0.628571429,0.169101595,0.365853659
9.09,1,0.546367852,0.714285714,0.513685978,0.585365854
9.1,0,0.580989181,0.6,0.477917716,0.390243902
9.11,1,0.702163833,0.771428571,0.154156171,0.536585366
9.12,1,0.255023184,0,0.009571788,0.097560976
9.13,1,0.667387944,0.685714286,0.538371117,0.56097561
9.14,0,0.638330757,0.685714286,0.268513854,0.609756098
9.15,0.01,1,0.971428571,0.421662469,1
9.16,1,0.586707883,0.628571429,0.284634761,0.463414634
9.17,1,0.570788253,0.657142857,0.382031906,0.414634146
9.18,1,0.832457496,0.685714286,0.511167086,0.56097561
9.19,1,0.538330757,0.6,0.250713686,0.43902439
9.2,1,0.514683153,0.628571429,0.379513014,0.292682927
9.21,0,0.445749614,0.571428571,0.358186398,0.317073171
9.22,1,0.404636785,0.457142857,0.382367758,0.268292683
9.23,1,0.782689335,0.742857143,0.532997481,0.536585366
9.24,1,0.697990726,0.8,0.414945424,0.585365854
9.25,0,0.359041731,0.485714286,0.299916037,0.365853659
9.26,0,0.53755796,0.571428571,0.408060453,0.43902439
9.27,1,0.456723338,0.6,0.350293871,0.463414634
9.28,1,0.679752705,0.742857143,0.404366079,0.512195122
9.29,0,0.437867079,0.371428571,0.467002519,0.219512195
9.3,0,0.516692427,0.542857143,0.385390428,0.317073171
9.31,0,0.482071097,0.657142857,0.347103275,0.463414634
9.32,0,0.399227202,0.542857143,0.352644836,0.317073171
9.33,1,0.757959815,0.8,0.455415617,0.414634146
9.34,1,0.484080371,0.571428571,0.636775819,0.463414634
9.35,1,0.641885626,0.657142857,0.228043661,0.463414634
9.36,0,0.553941267,0.628571429,0.310663308,0.390243902
9.37,1,0.651777434,0.542857143,0.368933669,0.317073171
9.38,1,0.60927357,0.628571429,0.363560034,0.414634146
9.39,0,0.484080371,0.685714286,0.37279597,0.43902439
9.4,1,0.655023184,0.628571429,0.336859782,0.487804878
9.41,0,0.47511592,0.514285714,0.435600336,0.292682927
9.42,1,0.568006182,0.6,0.324433249,0.365853659
9.43,0,0.525347759,0.714285714,0.279764903,0.43902439
9.44,1,0.596445131,0.771428571,0.39395466,0.43902439
9.45,1,0.531839258,0.6,0.293198992,0.487804878
9.46,0,0.388253478,0.457142857,0.611922754,0.390243902
9.47,0,0.535085008,0.571428571,0.34861461,0.390243902
9.48,1,0.612055641,0.571428571,0.240973971,0.414634146
9.49,0,0.369397218,0.457142857,0.415952981,0.219512195
9.5,1,0.855950541,0.971428571,0.316036944,0.585365854
9.51,0,0.648222566,0.685714286,0.2829555,0.536585366
9.52,0,0.449304482,0.542857143,0.355331654,0.512195122
9.53,0,0.667387944,0.742857143,0.381192275,0.56097561
9.54,1,0.599227202,0.542857143,0.372460118,0.268292683
9.55,1,0.771406491,0.828571429,0.25138539,0.585365854
9.56,1,0.625347759,0.628571429,0.383207389,0.317073171
9.57,1,0.503863988,0.571428571,0.351805206,0.365853659
9.58,0,0.401545595,0.457142857,0.335684299,0.268292683
9.59,0,0.624420402,0.685714286,0.12611251,0.463414634
9.6,1,0.550850077,0.571428571,0.383711167,0.317073171
10.01,0,0.478361669,0.542857143,0.271032746,0.317073171
10.02,0,0.499690881,0.6,0.357010915,0.512195122
10.03,0,0.30015456,0.285714286,0.679093199,0.146341463
10.04,0,0.342658423,0.485714286,0.449538203,0.317073171
10.05,0,0.409119011,0.428571429,0.929638959,0.341463415
10.06,0,0.376816074,0.457142857,0.915869018,0.268292683
10.07,1,0.58763524,0.685714286,0.683291352,0.512195122
10.08,1,0.537867079,0.571428571,0.419647355,0.487804878
10.09,0,0.24064915,0.2,0.628715365,0.12195122
10.1,0,0.414837713,0.571428571,0.616624685,0.317073171
10.11,0,0.180834621,0.285714286,1,0.219512195
10.12,0,0.30324575,0.4,0.645507976,0.219512195
10.13,0,0,0.228571429,0.600167926,0.097560976
10.14,1,0.748840804,0.942857143,0.251889169,0.609756098
10.15,1,0.408500773,0.485714286,0.676574307,0.341463415
10.16,1,0.792272025,0.914285714,0.244668346,0.731707317
10.17,0,0.220247295,0.257142857,0.357010915,0.146341463
10.18,1,0.554404946,0.6,0.806381192,0.317073171
10.19,0,0.229211747,0.314285714,0.431905961,0.146341463
10.2,1,0.463987635,0.457142857,0.3736356,0.243902439
10.21,0,0.305409583,0.4,0.381024349,0.268292683
10.22,1,0.906027821,0.857142857,0.031738035,0.56097561
10.23,1,0.519629057,0.628571429,0.713685978,0.414634146
10.24,1,0.579289026,0.628571429,0.483459278,0.414634146
10.25,0,0.232921175,0.428571429,0.604030227,0.243902439
10.26,0,0.394590417,0.428571429,0.592107473,0.146341463
10.27,1,0.583616692,0.685714286,0,0.414634146
10.28,1,0.142812983,0.285714286,0.191267842,0.170731707
10.29,1,0.474343122,0.6,0.658438287,0.341463415
10.3,0,0.312828439,0.4,0.318387909,0.195121951
10.31,1,0.527357032,0.685714286,0.394122586,0.536585366
10.32,0,0.562905719,0.685714286,0.546263644,0.43902439
10.33,1,0.538485317,0.628571429,0.516708648,0.292682927
10.34,0,0.364605873,0.485714286,0.506465155,0.317073171
10.35,1,0.350540958,0.457142857,0.690512175,0.195121951
10.36,0,0.536939722,0.457142857,0.444332494,0.292682927
10.37,0,0.447913447,0.514285714,0.405877414,0.341463415
10.38,1,0.519783617,0.6,0.326616289,0.341463415
10.39,0,0.478979907,0.485714286,0.36372796,0.219512195
10.4,1,0.539567233,0.771428571,0.401511335,0.609756098
10.41,0.57,0.4625966,0.6,0.439462636,0.536585366
10.42,0,0.407727975,0.514285714,0.44534005,0.365853659
10.43,1,0.610819165,0.628571429,0.491687657,0.365853659
10.44,1,0.497217929,0.542857143,0.515701092,0.317073171
10.45,1,0.589335394,0.657142857,0.483627204,0.512195122
10.46,1,0.592426584,0.542857143,0.386565911,0.365853659
10.47,0,0.339876352,0.371428571,0.31402183,0.243902439
10.48,0,0.377125193,0.457142857,0.501259446,0.292682927
10.49,0,0.457032457,0.542857143,0.399328296,0.365853659
10.5,0,0.577434312,0.685714286,0.351301427,0.487804878
10.51,0,0.352550232,0.542857143,0.474055416,0.341463415
10.52,0,0.470633694,0.542857143,0.508312343,0.341463415
10.53,1,0.547140649,0.571428571,0.460957179,0.317073171
10.54,0,0.404791345,0.428571429,0.391603694,0.317073171
10.55,0,0.438330757,0.514285714,0.38790932,0.292682927
10.56,0,0.486707883,0.542857143,0.29890848,0.341463415
10.57,0,0.563833076,0.571428571,0.198824517,0.341463415
10.58,0.67,0.633693972,0.742857143,0.350629723,0.487804878
10.59,1,0.491962906,0.485714286,0.506129303,0.341463415
10.6,1,0.641267388,0.542857143,0.296557515,0.317073171
11.01,1,0.554250386,0.571428571,0.375650714,0.365853659
11.02,0,0.485471406,0.542857143,0.349622166,0.365853659
11.03,0,0.444667697,0.485714286,0.381192275,0.292682927
11.04,1,0.580370943,0.6,0.386397985,0.390243902
11.05,1,0.538485317,0.571428571,0.375314861,0.390243902
11.06,0,0.512828439,0.628571429,0.298740554,0.365853659
11.07,0,0.378361669,0.514285714,0.224853065,0.292682927
11.08,0,0.489799073,0.6,0.284802687,0.43902439
11.09,1,0.561669243,0.571428571,0.35549958,0.414634146
11.1,0.61,0.535394127,0.628571429,0.335348447,0.463414634
11.11,0,0.439258114,0.457142857,0.27170445,0.268292683
11.12,0,0.452704791,0.542857143,0.317548279,0.341463415
11.13,0.17,0.538794436,0.514285714,0.357850546,0.292682927
11.14,0,0.536630603,0.514285714,0.286985726,0.365853659
11.15,0,0.499690881,0.542857143,0.331150294,0.341463415
11.16,1,0.450231839,0.485714286,0.35163728,0.341463415
11.17,0,0.489026275,0.514285714,0.286649874,0.292682927
11.18,0,0.486553323,0.571428571,0.335852225,0.390243902
11.19,1,0.588871716,0.571428571,0.421326616,0.341463415
11.2,1,0.742503864,0.571428571,0.579177162,0.414634146
11.21,0,0.427820711,0.514285714,0.356171285,0.414634146
11.22,0,0.389026275,0.428571429,0.226028547,0.268292683
11.23,0,0.464914992,0.514285714,0.238958858,0.341463415
11.24,0,0.427357032,0.428571429,0.300251889,0.292682927
11.25,0,0.495208655,0.4,0.323761545,0.243902439
11.26,1,0.501391036,0.571428571,0.362720403,0.268292683
11.27,0,0.509582689,0.485714286,0.352644836,0.341463415
11.28,0,0.529675425,0.6,0.293198992,0.414634146
11.29,0,0.563369397,0.542857143,0.336020151,0.341463415
11.3,0,0.416537867,0.6,0.372124265,0.463414634
11.31,1,0.390417311,0.457142857,0.193115029,0.292682927
11.32,0,0.497372488,0.628571429,0.313853904,0.365853659
11.33,1,0.513755796,0.514285714,0.386565911,0.317073171
11.34,1,0.632612056,0.657142857,0.358186398,0.43902439
11.35,0,0.376506955,0.514285714,0.225860621,0.341463415
11.36,0,0.558887172,0.628571429,0.402350966,0.341463415
11.37,1,0.531684699,0.571428571,0.310663308,0.390243902
11.38,0,0.501700155,0.514285714,0.338035264,0.317073171
11.39,1,0.595208655,0.714285714,0.353316541,0.43902439
11.4,1,0.632612056,0.771428571,0.445675903,0.512195122
11.41,0,0.435857805,0.514285714,0.251049538,0.317073171
11.42,0,0.519165379,0.6,0.396809404,0.390243902
11.43,0,0.39984544,0.542857143,0.406381192,0.317073171
11.44,0,0.40927357,0.514285714,0.364903442,0.365853659
11.45,0.93,0.539721793,0.628571429,0.337195634,0.341463415
11.46,1,0.517774343,0.514285714,0.389420655,0.365853659
11.47,0,0.242194745,0.371428571,0.168765743,0.317073171
11.48,0.87,0.522720247,0.571428571,0.361041142,0.268292683
11.49,1,0.478670788,0.542857143,0.302938707,0.365853659
11.5,1,0.574188563,0.657142857,0.404198153,0.414634146
11.51,1,0.509119011,0.571428571,0.40822838,0.317073171
11.52,1,0.678670788,0.6,0.542401343,0.390243902
11.53,0.65,0.513137558,0.628571429,0.324265323,0.414634146
11.54,1,0.571097372,0.6,0.402015113,0.414634146
11.55,0,0.502009274,0.514285714,0.3736356,0.390243902
11.56,0.29,0.554868624,0.571428571,0.416288833,0.317073171
11.57,0,0.419629057,0.428571429,0.307472712,0.268292683
11.58,1,0.568933539,0.6,0.399832074,0.365853659
11.59,0,0.279443586,0.514285714,0.109991604,0.341463415
11.6,0,0.288253478,0.428571429,0.151301427,0.243902439
12.01,1,0.54374034,0.628571429,0.317380353,0.414634146
12.02,0,0.511282844,0.571428571,0.390764064,0.365853659
12.03,0,0.511591963,0.628571429,0.390428212,0.365853659
12.04,1,0.583616692,0.628571429,0.274391268,0.414634146
12.05,1,0.59072643,0.685714286,0.25054576,0.463414634
12.06,0,0.522565688,0.6,0.393618808,0.390243902
12.07,1,0.552704791,0.628571429,0.30495382,0.365853659
12.08,1,0.527357032,0.571428571,0.31922754,0.390243902
12.09,0,0.440803709,0.571428571,0.35247691,0.390243902
12.1,0.35,0.475579598,0.542857143,0.221830395,0.341463415
12.11,1,0.565224111,0.6,0.249370277,0.390243902
12.12,0,0.457959815,0.485714286,0.480940386,0.268292683
12.13,1,0.520865533,0.628571429,0.247858942,0.365853659
12.14,0.11,0.560741886,0.685714286,0.410579345,0.463414634
12.15,0,0.502318393,0.571428571,0.302267003,0.390243902
12.16,1,0.582225657,0.714285714,0.297397145,0.512195122
12.17,0,0.427511592,0.571428571,0.628211587,0.341463415
12.18,1,0.54683153,0.571428571,0.427036104,0.365853659
12.19,0,0.434930448,0.571428571,0.402183039,0.414634146
12.2,1,0.476661515,0.628571429,0.359865659,0.317073171
12.21,0,0.554559505,0.628571429,0.40906801,0.365853659
12.22,0,0.529829985,0.571428571,0.37884131,0.365853659
12.23,0.85,0.604636785,0.571428571,0.394122586,0.414634146
12.24,0,0.520247295,0.571428571,0.349622166,0.341463415
12.25,0,0.534775889,0.628571429,0.273047859,0.365853659
12.26,1,0.648840804,0.685714286,0.265491184,0.463414634
12.27,0,0.616537867,0.714285714,0.158186398,0.43902439
12.28,0,0.516692427,0.6,0.411083123,0.341463415
12.29,0,0.513446677,0.571428571,0.41729639,0.317073171
12.3,1,0.585316847,0.657142857,0.303610411,0.43902439
12.31,0,0.484853168,0.542857143,0.419143577,0.341463415
12.32,1,0.480061824,0.628571429,0.336691856,0.390243902
12.33,1,0.54064915,0.571428571,0.336691856,0.317073171
12.34,0.95,0.552241113,0.657142857,0.183375315,0.341463415
12.35,0,0.454559505,0.542857143,0.356675063,0.317073171
12.36,0,0.49675425,0.628571429,0.382199832,0.414634146
12.37,1,0.535085008,0.628571429,0.378169605,0.317073171
12.38,1,0.518392581,0.628571429,0.314861461,0.365853659
12.39,1,0.600463679,0.657142857,0.2302267,0.43902439
12.4,0.87,0.310819165,0.428571429,0.528799328,0.219512195
12.41,1,0.659969088,0.742857143,0.288497061,0.487804878
12.42,1,0.539258114,0.657142857,0.319899244,0.341463415
12.43,0.51,0.51251932,0.571428571,0.365910999,0.414634146
12.44,0.27,0.47511592,0.514285714,0.383375315,0.341463415
12.45,0.75,0.397990726,0.485714286,0.380184719,0.292682927
12.46,0,0.294435858,0.428571429,0.235768262,0.365853659
12.47,1,0.678825348,0.685714286,0.111335013,0.487804878
12.48,1,0.549613601,0.571428571,0.288329135,0.341463415
12.49,0,0.341885626,0.342857143,0.270864819,0.219512195
12.5,0,0.558732612,0.485714286,0.349958018,0.292682927
12.51,1,0.665069552,0.714285714,0.277078086,0.43902439
12.52,1,0.515301391,0.571428571,0.319731318,0.341463415
12.53,1,0.571251932,0.628571429,0.328799328,0.365853659
12.54,1,0.70927357,0.714285714,0.27774979,0.414634146
12.55,0.95,0.448995363,0.485714286,0.305457599,0.365853659
12.56,1,0.45625966,0.514285714,0.218471872,0.341463415
12.57,1,0.558887172,0.571428571,0.29202351,0.341463415
12.58,0,0.514992272,0.685714286,0.45961377,0.609756098
12.59,1,0.618547141,0.571428571,0.377329975,0.390243902
12.6,1,0.583307573,0.628571429,0.369605374,0.43902439
